epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,0.5209350558628599,0.10649108034465833,nan,0.0006463237863499671,0.6827207607882363,nan,3.7017207432654686e-07,1.0064989758389338,0.7312430503848658,0.9353786194466974,3.7017207432654686e-07,1.149438748369179
1,0.32100828736426823,0.0011109874161485346,nan,0.0006088406040882027,0.6970552074057715,nan,6.168544928186748e-07,0.9295699719871794,0.8043034822817343,0.6409048974751477,6.168544928186748e-07,1.1220642246573094
2,0.2970553171112243,0.0006714868593025967,nan,0.0006290499216577571,0.6895696001393454,nan,1.0279256912326673e-06,0.9037820786237717,0.8156696299632707,0.5934381131156982,1.0279256912326673e-06,1.0054122276515125
3,0.2610537168395472,0.0006514490864506786,nan,0.0006201328576675483,0.6925379412514823,nan,1.7129339084931416e-06,1.3862742687974656,0.8315074144131633,0.5214540641858758,1.7129339084931416e-06,1.1212476538471967
4,0.23507229134855992,0.0006168285285751613,2.3940941299710956,0.0006060025642260111,0.7029686693634306,4.7875793865748815,2.8544293400045717e-06,1.0273359511579787,0.8448698991323372,0.4695241995779167,2.8544293400045717e-06,1.2454432779099363
5,0.2094250886326292,0.000613099058595601,2.190317600114005,0.0006103073635521078,0.7282545123781476,4.380019664764404,4.756610906042624e-06,1.0819408885070256,0.8598425333718379,0.41823155775488136,4.756610906042624e-06,1.160650959147875
6,0.1864799088572126,0.000600419219757664,nan,0.000594050736565675,0.7455036601849965,nan,7.92639002611395e-06,0.9938342588288444,0.8751846835907712,0.3723507265170732,7.92639002611395e-06,1.0940637604648848
7,0.16284699987367804,0.0005908648372373629,nan,0.0006045392753938878,0.7745162870202745,nan,1.3208464224589989e-05,0.7538983804838998,0.8913784790798962,0.3250910732613142,1.3208464224589989e-05,0.9131565570831299
8,0.14099615425821319,0.0005861338272512671,nan,0.0005947499590027812,0.7988010172333037,nan,2.2010388420312665e-05,0.5571603417396546,0.9061291104768852,0.28139148722606827,2.2010388420312665e-05,0.6672939152356638
9,0.13230718976235484,0.0005820574341861316,nan,0.0005678923507470504,0.8155622052294867,nan,3.66775639122352e-05,0.4571741955620902,0.9119068051714346,0.26401298130413453,3.66775639122352e-05,0.527315899219171
10,0.12052844503961237,0.0005733137126117796,1.3203347682952882,0.0005622435953617761,0.8362038842269353,2.6400813698768615,6.111799302743748e-05,0.42412215045520235,0.9200376503496056,0.24045549992071205,6.111799302743748e-05,0.45937863367487236
11,0.1023122573041346,0.0005608433370331889,1.1650674896580833,0.0005693162679173318,0.8554712827716555,2.3295275841440475,0.0001018428520183079,0.3737687983683177,0.9320191748588683,0.20402031435197093,0.0001018428520183079,0.42572297446756246
12,0.0911195631996094,0.0005512600830724589,1.0044553416115898,0.0005533205004342432,0.8754006398575647,2.0083043030330114,0.00016969938587862998,0.3126782826014927,0.9393975751333503,0.1816271512988079,0.00016969938587862998,0.35778150335251097
13,0.08224248352991158,0.0005467277811469132,nan,0.0005363963091180526,0.8928940998656409,nan,0.0002827550342772156,0.27556468099355697,0.945233499576371,0.16384996966536777,0.0002827550342772156,0.3121777352108898
14,0.07342189001847073,0.0005384379563958893,nan,0.0005631227709402862,0.9014583357742855,nan,0.0004710941284429282,0.24825347353305136,0.9510980987453841,0.1461749182813671,0.0004710941284429282,0.2768531801928562
15,0.064456556315916,0.0005371712659071923,nan,0.0005340428611296895,0.9107950644833701,nan,0.0007847847300581634,0.20703745186328887,0.9569901356184151,0.12819080971389177,0.0007847847300581634,0.235901253976195
16,0.058853416869127415,0.0005304727604078404,nan,0.0005212373158428818,0.9091414856059211,nan,0.0013070814311504364,0.19342799090913365,0.9607733908877429,0.11691155450871266,0.0013070814311504364,0.20259363713017497
17,0.0543027498095159,0.0005256033842025168,0.590966265967914,0.0005246633850869589,0.9267252083335604,1.1810499685151237,0.002176224486902356,0.16446036036525455,0.9639443700057102,0.10767496440158897,0.002176224486902356,0.18607081579734605
18,0.04740411133405222,0.0005171526826600882,0.5023314912404333,0.0005091090164829179,0.9377322086266109,1.003638129574912,0.0036212082486599684,0.14242147813950265,0.9685939023694194,0.09370261000922002,0.0036212082486599684,0.16250377964688487
19,0.04326661249318446,0.0005163431465597934,nan,0.000528989323564539,0.9419142476149968,nan,0.00601985352113843,0.12687559042658125,0.9714778973286845,0.08518631335392417,0.00601985352113843,0.13797153904143558
20,0.04631241850881462,0.0005152108574905749,0.5087739699653216,0.0005146918795487311,0.9369718104600906,1.015894336785589,0.009991399943828583,0.11398919597268105,0.9696639813274976,0.0909140297586462,0.009991399943828583,0.11966255564257443
21,0.03697453860148966,0.0005096499566953496,0.39735894735370364,0.0005043242095520587,0.9508163260562079,0.7927471037421908,0.016539542004466057,0.08866420185991696,0.9760661746401236,0.07169439866545191,0.016539542004466057,0.10550646237524382
22,0.036286870453996485,0.0005093160624322722,0.3218316714678492,0.0005021414183179981,0.9602191273655211,0.6411919006279536,0.027261018753051758,0.07223881781101227,0.9767200430075961,0.06973504133789662,0.027261018753051758,0.08544740811643373
23,0.03336613166676575,0.0005090757146054708,0.2824511134198734,0.000509766604019595,0.9651599317789078,0.5615555869681494,0.04461720213294029,0.0635824693100793,0.9790286460720685,0.06295127975216425,0.04461720213294029,0.07333288343541651
24,0.035213270050239755,0.000508232267116163,0.3268599965742656,0.000504483887094206,0.9597556906087058,0.6486616032464164,0.07220327854156494,0.06307064276188612,0.9783515374973951,0.0649489752592081,0.07220327854156494,0.06882419500692907
25,0.03544065496954785,0.0005081601145693965,nan,0.0004969334497997936,0.9682633412735803,nan,0.1147959753870964,0.05855676944234541,0.9791685625376454,0.062459498424216574,0.1147959753870964,0.06893666228093949
26,0.04263717011210928,0.0005063898772821276,0.26894231747303693,0.0004987402731785551,0.967279566185815,0.5273910922663553,0.17770178616046906,0.056244809765900884,0.9758343181762087,0.07263974707677545,0.17770178616046906,0.06825031761332337
27,0.04065967208420138,0.0005066596203023545,0.27819051763841085,0.0005067472928203642,0.9663824545485633,0.5418507776090077,0.26476824283599854,0.05296521923903908,0.9785087849514418,0.06443366378961331,0.26476824283599854,0.061861727080972075
28,0.044168347390405684,0.0005085258022047193,0.32672202991587773,0.0005025302639946208,0.9606887753520693,0.6336220562458038,0.3750375509262085,0.05151344066751855,0.9774515482059039,0.06759353055065846,0.3750375509262085,0.05395363307450397
29,0.04628957852839949,0.0005087783603986495,0.33652618271963936,0.0005156210586262335,0.9594842365809849,0.6530369345630919,0.5,0.03899961694010667,0.9771275700800922,0.06843238093582282,0.5,0.0472759957629371
30,0.04801902003972179,0.0005105619201904155,0.29337315261363983,0.0005061806451911772,0.9650170075041907,0.5638592181461198,0.6249624490737915,0.035811600222119266,0.9763868689062111,0.07063959326105289,0.6249624490737915,0.039823008266340686
31,0.047625924504373175,0.0005112277866810546,0.3410595485142299,0.0005162526535319298,0.9590495829071317,0.660042741894722,0.7352317571640015,0.029324225056916474,0.9766776480997701,0.06979495938496286,0.7352317571640015,0.033928977864315785
32,0.04516114829130382,0.0005117252097322245,0.4130165370447295,0.0004992010483484982,0.9499790681259973,0.8062421036618096,0.8222982287406921,0.023460793761270388,0.9776349911651764,0.06711194156353692,0.8222982287406921,0.0276038898889762
33,0.04225326053115476,0.0005110855492813312,0.44957286076886316,0.0005067660263323757,0.9453267293316977,0.881228979570525,0.885204017162323,0.01966775291200195,0.9784599326046339,0.06457551521846498,0.885204017162323,0.021938355310089086
34,0.03860867203944233,0.0005117166170987683,0.4614277863076755,0.000520367978190604,0.9436996332236699,0.9074546128511429,0.9277967214584351,0.016038632186661874,0.9801485261119219,0.05970690646672629,0.9277967214584351,0.018321600740411843
35,0.03836384733389336,0.0005118567018586014,nan,0.0005069013445920843,0.9469695201941899,nan,0.9553828239440918,0.01542241140268743,0.9799364079992134,0.06047615597091348,0.9553828239440918,0.01647473822655787
36,0.034304454282994765,0.000513346297402061,0.4515632710286549,0.0005017544724978506,0.9448489052908761,0.88893061876297,0.9727389812469482,0.014077947781022107,0.9821312910532096,0.05383587738432257,0.9727389812469482,0.01465931256557722
37,0.032723835787450174,0.0005120619321455326,nan,0.0004969380087069501,0.9443128611360277,nan,0.9834604859352112,0.012713758501091174,0.9828671394591313,0.05146735004813548,0.9834604859352112,0.01369476427669188
38,0.03182494609034157,0.0005142142413651563,0.48077075566564287,0.00050373473558076,0.9411623499223164,0.9483507952519825,0.9900085926055908,0.012815021158062986,0.9833256713422646,0.05028029549941124,0.9900085926055908,0.012985122081382104
39,0.03031126130446495,0.0005154622425334491,nan,0.0005174693890564543,0.9378028507743563,nan,0.9939801692962646,0.011742370316226568,0.9840939535562736,0.047987510477641666,0.9939801692962646,0.012192949267527259
40,0.031597099717394765,0.0005150724934512356,nan,0.0005035339584407796,0.9365417310169765,nan,0.9963787794113159,0.011380922734471305,0.9834238490260455,0.05013465330420262,0.9963787794113159,0.012590065133197612
41,0.034908907651248204,0.0005156779207012791,nan,0.0004948433702728445,0.9397769502231053,nan,0.9978237748146057,0.010944063236404742,0.9813400612884309,0.05690156016573013,0.9978237748146057,0.01242762253252396
42,0.028237770454757716,0.0005144109411686436,0.5737625845840999,0.000497117376861362,0.9294557822602135,1.1370383271149227,0.9986929297447205,0.010002805798181465,0.9851981810839527,0.04495527008140229,0.9986929297447205,0.011020264140074234
43,0.026938682612016856,0.000516828981416478,0.5427001054797854,0.0005165577227931602,0.933318287559918,1.0747820918049131,0.9992151856422424,0.01010949280379074,0.9858111502639801,0.042874881602912786,0.9992151856422424,0.01049389045952682
44,0.02685021698267099,0.0005153860891028214,0.5173558273485729,0.0005079621723520436,0.9364472138030189,1.0243497886828015,0.9995288848876953,0.009858553297817707,0.9858678830572334,0.042715639667028925,0.9995288848876953,0.010474342833536555
45,0.030020688325760374,0.0005164382204485767,nan,0.0005147120339513224,0.942223310470581,nan,0.9997172355651855,0.00983160457440785,0.9841298166974132,0.04834167335137903,0.9997172355651855,0.011186428123944072
46,0.02485567584218257,0.0005165742175696246,nan,0.000524603362178563,0.9294917570693152,nan,0.9998303055763245,0.009382491771663939,0.9869358455517377,0.039558328527853306,0.9998303055763245,0.009638084446736778
47,0.025213638461562268,0.0005168067424027509,nan,0.000504591983917635,0.9381187864712306,nan,0.9998981356620789,0.01029557834512421,0.9867401451703561,0.04023798793940193,0.9998981356620789,0.00967346765026747
48,0.02576122651269949,0.0005162640408412424,0.5692469545773098,0.0004975056069919707,0.9300111208643232,1.1280873383794512,0.9999389052391052,0.00990967338106462,0.9864217482240076,0.04121306492869123,0.9999389052391052,0.009793722457382309
49,0.02436755622674032,0.0005149104377343895,nan,0.000523801139830279,0.9428672845874514,nan,0.9999633431434631,0.010282045223617128,0.9872489883605228,0.03885615665866322,0.9999633431434631,0.009364388581083353
50,0.0243794946645598,0.0005136132559393982,nan,0.0004984342241576607,0.9308513202837535,nan,0.9999780058860779,0.009227036305570176,0.9872456324053,0.038748408773862035,0.9999780058860779,0.009497176121875821
51,0.022977320006881578,0.000514191996669805,0.6531289752040591,0.0005081820738269017,0.9195457207305091,1.296769619839532,0.9999867677688599,0.008980262578864183,0.9879478774697658,0.03654370611585469,0.9999867677688599,0.008896859608353134
52,0.023310797854486216,0.0005155011641874582,0.5718708195856639,0.0004969492334307038,0.9295745015144348,1.135124785559518,0.9999920725822449,0.008119976044898586,0.987802707104094,0.03699391924616587,0.9999920725822449,0.009112247525606736
53,0.02452652999218479,0.0005135729243149573,0.5224659702607564,0.00048595673870295287,0.935829080428396,1.034312887276922,0.999995231628418,0.010133141658401915,0.9869984887985594,0.03964434167986135,0.999995231628418,0.00889518786058483
54,0.0221031584305711,0.0005120782376187241,nan,0.0005012085106240453,0.9370192297867366,nan,0.9999971389770508,0.008710746999297823,0.9884666089517662,0.0350558199611793,0.9999971389770508,0.008638443347378318
55,0.022960973539912843,0.0005114363454026263,0.6707061077867236,0.0004998307733330876,0.9174116922276361,1.331166068145207,0.9999982714653015,0.009746335992323501,0.9879278478394466,0.03680170372247221,0.9999982714653015,0.008608821879671626
56,0.024855652064144373,0.0005110956624333943,nan,0.0005007575860612892,0.9591310177530561,nan,0.9999989867210388,0.009330958427329148,0.9870093969234908,0.0397330023600642,0.9999989867210388,0.00946721562529465
57,0.020966466963736424,0.0005106064631507187,nan,0.0005726583308257562,0.9220143220254353,nan,0.9999994039535522,0.00909839090225952,0.9890843574269359,0.03330515299986796,0.9999994039535522,0.008117179240497104
58,0.027537280392361828,0.0005134262839115161,nan,0.0004910007158676827,0.9318295372383935,nan,0.9999996423721313,0.008524209487118892,0.9856102312228594,0.044570549553727724,0.9999996423721313,0.009990588511781863
59,0.021693057280434556,0.0005108900004589701,0.5017532785023961,0.0004884019342301014,0.938238816176142,0.995472583600453,0.9999997615814209,0.0075455746413873774,0.9886162288635375,0.03477362079983688,0.9999997615814209,0.008101605643254827
60,0.0204382214064439,0.0005093229424618408,nan,0.0005000784411095082,0.9302606603928975,nan,0.9999998807907104,0.007645096623205713,0.989290018385625,0.03259798178070807,0.9999998807907104,0.007769139014941406
61,0.025546282321303727,0.0005111403278384981,0.6131523247276034,0.0004888436075166932,0.9244237303733825,1.2181454036917005,0.9999999403953552,0.007670402939298323,0.9865419988613204,0.04142202329024138,0.9999999403953552,0.009159401865060111
62,0.01941452876356731,0.0005098066819354937,nan,0.000486306294208459,0.9324234672955104,nan,0.9999999403953552,0.007520734981101539,0.9899243658757305,0.03075507036243302,0.9999999403953552,0.00756418100331884
63,0.022583432054050653,0.0005100928316777758,nan,0.0004865976031786496,0.9376040041446686,nan,1.0,0.009480142167636327,0.9882028287625407,0.03617764632718497,1.0,0.008479124886833458
64,0.01940908708954712,0.0005082032533800341,0.7424003073147365,0.0004896876757681769,0.9083686539105007,1.4769226712839945,1.0,0.0073882563172706535,0.9899681849783635,0.030572570858901714,1.0,0.007737400056237719
65,0.018777713553601527,0.000507786172531189,nan,0.0004898815683970627,0.9131361169474466,nan,1.0,0.007431298397880579,0.990243165474014,0.02977266118108514,1.0,0.007274979709154106
66,0.021113538932782484,0.0005083363504609116,nan,0.0004933210815319659,0.9197851244892393,nan,1.0,0.007547085702286235,0.9889572829364306,0.03370423483332077,1.0,0.008014506635541816
67,0.018514957574318605,0.0005074210200816823,nan,0.0004925320099573582,0.9143331353153501,nan,1.0,0.007295859738120011,0.9903984420802964,0.029254473998133405,1.0,0.007268020173764799
68,0.022722797665700494,0.0005078076616632733,0.6434172400406428,0.0004904000094809037,0.9206541057143892,1.278904539346695,1.0,0.007439545006491244,0.9881101588328997,0.0365556914656167,1.0,0.008382096144916171
69,0.018839444819674547,0.0005056056478552417,0.729986281480108,0.00048721675307855807,0.9098760451589312,1.4526263807501112,1.0,0.006858965139170842,0.9902581971480077,0.029797113789208383,1.0,0.0073761701550468265
70,0.018534003947657418,0.0005079900312508304,nan,0.00048316528825255645,0.9207204984767097,nan,1.0,0.007119550861950432,0.9903591484187608,0.029354204504613384,1.0,0.007205813385887569
71,0.019199540791847554,0.0005062932024507661,nan,0.000485776033435416,0.9301854367767062,nan,1.0,0.0070799668319523335,0.9900547609861153,0.030394710582565976,1.0,0.00749807772022557
72,0.020041161557414616,0.000506906319141529,1.0411174663475582,0.0005678093509881624,0.8714060012783323,2.072690256152834,1.0,0.008976861002988048,0.9893951291107087,0.03250945658085356,1.0,0.00706596019050752
73,0.027379945025916595,0.000508621236725907,0.6244164019823074,0.0004828872446004035,0.9229820766619273,1.2413821041584014,1.0,0.0069678099160747865,0.985257467235702,0.045258784197656755,1.0,0.008992484603002964
74,0.018583435344090498,0.0005043379239370653,nan,0.0004884932165233685,0.9187222008194242,nan,1.0,0.006614357688730316,0.9902169335885826,0.029828261978835223,1.0,0.006834270760595086
75,0.01786841306672153,0.0005050970948499764,nan,0.0004941072973971521,0.9056122477565492,nan,1.0,0.006605556959818517,0.9907294982932954,0.028386206843285446,1.0,0.0068455222418969605
76,0.01804469196697274,0.0005074307716737289,nan,0.00048175054065982943,0.922835556949888,nan,1.0,0.006781974873904671,0.9906274888619959,0.028629265689992335,1.0,0.006952687476453672
77,0.018702430367855676,0.0005042054753962058,0.6776290029287338,0.0004983523862652614,0.9163468092679977,1.3483300268650056,1.0,0.006429633937243905,0.9902682296308388,0.029768234369645555,1.0,0.007132420888118654
78,0.017645465459422287,0.0005051360233683154,0.6566148826054165,0.0004788324039379534,0.9189622572490147,1.3061739538397108,1.0,0.0065769791769395985,0.9908271662267556,0.027949573083287216,1.0,0.00683622179604859
79,0.017249182460317574,0.0005040091663493266,0.69784659913608,0.0004820173504413106,0.9138775531734739,1.3881297435079303,1.0,0.0070814414980954355,0.9910886114337055,0.027165609216725683,1.0,0.006828746536145528
80,0.02081551659792899,0.0005031304566590375,0.5838988142354148,0.0004744890039936373,0.9280759406941278,1.1592787206172943,1.0,0.008044414494984916,0.9891481682598828,0.0334337065552929,1.0,0.0076941961919762695
81,0.016919029150083958,0.0005033487126145853,0.725664707166808,0.0004935397095063569,0.9103800373417991,1.444503014428275,1.0,0.006332859100906977,0.9913137555122375,0.026597889624832873,1.0,0.006736819985586096
82,0.017681187750452545,0.0005017028002586008,0.5867374407393592,0.0004929425394428628,0.9276161010776247,1.1666904338768551,1.0,0.006291506772062608,0.9908428902170098,0.027997393152153348,1.0,0.006863279564239352
83,0.01760733731506593,0.0005038262726145377,nan,0.0004814832246795829,0.9179624548980168,nan,1.0,0.006700221106543072,0.990909328926132,0.02785813032512171,1.0,0.006852718038610609
84,0.01739081079028992,0.0005044232626989172,0.5519854407225336,0.00048013467416499874,0.932023155263492,1.0956571698188782,1.0,0.00783357721021665,0.9910149134487745,0.027522882687083753,1.0,0.006754315600348303
85,0.017170702227469224,0.0005030842616215378,nan,0.0004895277342127104,0.907252419420651,nan,1.0,0.0064396662205191595,0.991210394836517,0.026943751455718777,1.0,0.006894568737180703
86,0.01774404435548412,0.00050366904528114,0.6757098670516696,0.0004852309563180565,0.9166048522506441,1.3441708181585585,1.0,0.006763683299400977,0.990821000304355,0.02819679314604556,1.0,0.0067876265447334464
87,0.016696086995659835,0.0005035429416536038,0.5781334749289921,0.0004846282263835227,0.9287486910820008,1.1484352954796382,1.0,0.007347024478284376,0.9913691740586938,0.0263978472187284,1.0,0.0064907838089532585
88,0.01737510656411073,0.0005021743882221144,0.6344583017485482,0.0004852198517515457,0.9216650315693447,1.2626103937625885,1.0,0.005820987353633557,0.9910878812649335,0.027381446537565426,1.0,0.00686659220294411
89,0.016327504979157116,0.0005020262055939427,nan,0.0004998896152496205,0.9287758358887264,nan,1.0,0.0065139534051663105,0.9916018325494105,0.02571034904317077,1.0,0.006442634771722721
90,0.01733799850738856,0.0005030516901682409,1.1982802280357905,0.00058481192432477,0.8518697670527867,2.3875772067478724,1.0,0.008398436162886875,0.9910199112626186,0.027692141221368694,1.0,0.006480804135080472
91,0.022684286730697906,0.0005063641226184425,0.6580518756593977,0.0004895789823162237,0.91877943447658,1.3091207027435303,1.0,0.006493464604552303,0.9882428501706674,0.036550469277983166,1.0,0.008311740103070123
92,0.015107874755573226,0.0005018309597297018,nan,0.00047319595261277364,0.9082433951752527,nan,1.0,0.005750906361000879,0.9922775189715077,0.023727145690871664,1.0,0.005986772836427171
93,0.016196078897650498,0.0005017426284911311,0.6252683128629412,0.00047664966114098207,0.922851255110332,1.2434907172407423,1.0,0.006569256803153881,0.9916568512935563,0.025617645217840414,1.0,0.006272769957202008
94,0.01569241239982416,0.0005008752999291106,0.7386717770780836,0.0004877757908876187,0.9087369178022657,1.4709869589124407,1.0,0.005868817553190248,0.9919567514225781,0.024647652483971945,1.0,0.006236296980845857
95,0.015887228146462564,0.000502764791379167,0.5195177046316011,0.00047679060662630945,0.9359814886535917,1.031856375506946,1.0,0.0067022404400631785,0.9918429568469287,0.024976161394669003,1.0,0.0062955301251277265
96,0.01640535744493345,0.0005001412997480512,nan,0.0004783804719668946,0.9176726835114616,nan,1.0,0.006042295641132764,0.9915687052377191,0.02579235304072796,1.0,0.006518220555675457
97,0.016098993019278782,0.0005016897958091115,nan,0.00047624455681735916,0.9326115242072515,nan,1.0,0.006824255322239229,0.9916910366708064,0.025476610550723703,1.0,0.006219685719574828
98,0.015237116641494857,0.0004996187379676478,nan,0.00048392770633134724,0.9224555224180222,nan,1.0,0.005880952174110072,0.9922005377442713,0.023828690817423788,1.0,0.006145923752040859
99,0.016180575103962803,0.0005008545932378546,nan,0.00048235014214047364,0.9160828747919627,nan,1.0,0.005980667824457798,0.991711650094188,0.025434310208872494,1.0,0.006425985382995995
100,0.015476140610695598,0.0004997123125801419,nan,0.00047449426991598946,0.9115813055208751,nan,1.0,0.0061204963064353385,0.9920341333545062,0.024315335744049444,1.0,0.0061372331425221084
101,0.016683462887735243,0.0005001252073937455,0.6391778430768422,0.00047553819188448997,0.9211152519498552,1.2714717430727822,1.0,0.006408407692132251,0.991471840565898,0.0262595820377963,1.0,0.006607218467040485
102,0.02289991596142253,0.0005067507124856574,0.574578607082367,0.0004843681410420686,0.9293063172272273,1.1394473969936372,1.0,0.009225443790533713,0.9876407539227094,0.03854913144071857,1.0,0.006743949768597267
103,0.02506595454902288,0.0005058622260186524,0.52323889455625,0.0004742009733620632,0.9355474872248514,1.038851643885885,1.0,0.007151942011634154,0.9866753492697301,0.041392240481844464,1.0,0.008233806404815728
104,0.0175289756666676,0.0004988567707679824,nan,0.0004727211155113764,0.9111885130405426,nan,1.0,0.0054172980665628395,0.9907900611717863,0.028320014944292635,1.0,0.006239079661756398
105,0.015876478983823997,0.0004984553858584009,nan,0.0004781175566936976,0.9118857924427305,nan,1.0,0.006005234497466257,0.9916373682687007,0.025640956739119564,1.0,0.005613545796266234
106,0.01866269448393607,0.0005008556836690991,nan,0.00048136772675206886,0.9211070775985718,nan,1.0,0.006810024460511548,0.9903331722396304,0.0300444883802735,1.0,0.006780044902561314
107,0.014733872492890434,0.0004999701336278502,nan,0.00047382448309300735,0.9153250911406108,nan,1.0,0.006375370493956974,0.9924845306521868,0.023096537763675845,1.0,0.005871237093486277
108,0.018002714765113427,0.0005019296095400411,0.6576810700552804,0.0005097896937513724,0.9188111599002565,1.3086093860013144,1.0,0.0062429589352437425,0.9908431826359723,0.028537125288846485,1.0,0.006966374666834495
109,0.017361702569630516,0.0005010773054420563,0.5593939010586058,0.00047433411714986764,0.9310835267816271,1.1108021352972304,1.0,0.007511335671214121,0.9909248715852836,0.028109808010141926,1.0,0.006112519854983961
110,0.017836803398967028,0.0005000570987024719,nan,0.00048133474920177834,0.9260253148419516,nan,1.0,0.008424488508275577,0.990741429195936,0.02884586203130949,1.0,0.006327687704052583
111,0.020867189503018836,0.0005012928276319072,nan,0.0004854476044004384,0.9133722518171583,nan,1.0,0.007066706142255238,0.9891492259454917,0.033883033184505314,1.0,0.00735005303972449
112,0.016808360471460688,0.0005003851356283498,nan,0.0004719042576782938,0.9050137366567339,nan,1.0,0.00551414389628917,0.9912900408900591,0.026883105765211867,1.0,0.006233230036167628
113,0.01436746827441739,0.0004970143142850157,0.7474740850073951,0.0004786462244477921,0.9076321278299604,1.4887940398284367,1.0,0.0056754820813824025,0.9926252850023399,0.02268493901863991,1.0,0.005552983257652398
114,0.01886605693183216,0.0005016892682529051,nan,0.0004869175808770316,0.8736456696476255,nan,1.0,0.008655741125611321,0.9900987252296205,0.03085650321303967,1.0,0.006373921448209015
115,0.018241204430471617,0.000497688772411928,nan,0.00047894840723269487,0.891388344338962,nan,1.0,0.005463523750326463,0.9906291299607174,0.02904185064849388,1.0,0.0069428693911290735
116,0.016799629897443186,0.0004987098528461835,0.6373640682016101,0.0004692479510725077,0.9213412450892585,1.2678291635853904,1.0,0.006429719738662243,0.9913203221393296,0.02694941433851581,1.0,0.0061511356806553215
117,0.01415611157913607,0.0004988820929557041,0.6657363989523479,0.0004708424233415696,0.9177698194980621,1.3253937772342137,1.0,0.00560817845897483,0.9927722064147433,0.02216788782066558,1.0,0.005645453234934118
118,0.01844732152201621,0.0004991218630192928,nan,0.00047817955450487454,0.9272704052073615,nan,1.0,0.00737859164364636,0.9903965810855546,0.029851537959212325,1.0,0.00654398317400559
119,0.019228873148827676,0.0005014217037993271,nan,0.0004910079088793802,0.8912748570953096,nan,1.0,0.005434441942322467,0.9899923735405819,0.031164849899798275,1.0,0.006791474779629969
